chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.418329,0.082801,0.115748,0.002513,3257.126965,388756.543585,2898.08421,93310.719774,6681.101267,1591187.767872,0.173815,0.002785,0.001703,0.017464,-5e-06,0.00505,123.046875,-66.56880950927734,2428.11767578125,58.31061935424805,335.548095703125,-8.17902660369873,259.0420837402344,15.493414878845215,234.89430236816406,5.575189113616943,141.8733367919922,7.697162628173828,120.4714584350586,4.071543216705322,85.5762710571289,-3.5835304260253906,93.05142211914062,-1.321885108947754,70.46092224121094,1.608825922012329,50.7165412902832,-5.482532978057861,50.9649543762207,-3.7345499992370605,65.32794189453125,-3.239858627319336,43.44090270996094,-1.3290433883666992,34.68518829345703,-3.4326331615448,64.39188385009766,-1.1864657402038574,46.93308639526367,-4.382923126220703,38.70227813720703,-3.656522035598755,49.48387145996094,-2.090622663497925,55.35914993286133,-0.3098473846912384,57.25708770751953,disco
0.415018,0.079964,0.100276,0.001005,2129.345892,326462.072454,2109.251346,157488.153219,4424.30658,1696188.276701,0.11187,0.001657,0.049728,0.014317,-7.1e-05,0.003326,129.199219,-114.93204498291016,2976.546630859375,113.4638671875,618.1403198242188,-29.804309844970703,445.04730224609375,42.61210250854492,134.09400939941406,-10.326009750366211,110.62781524658203,26.973411560058594,83.99336242675781,-14.493735313415527,78.81018829345703,21.240530014038086,59.9935188293457,-17.650537490844727,73.3658676147461,17.097871780395508,46.64351272583008,-13.478900909423828,65.58968353271484,8.591484069824219,39.57334899902344,-11.427423477172852,46.89375305175781,6.205874919891357,47.06303787231445,-10.899925231933594,43.2589111328125,3.6583588123321533,37.088687896728516,-10.317460060119629,38.48867416381836,0.5621735453605652,42.14481735229492,-4.165685176849365,62.67115020751953,3.4745607376098633,61.35978698730469,disco
0.42235,0.086362,0.08477,0.001776,2292.577701,429426.428859,2348.189625,98004.518456,5038.611199,1788979.24694,0.099815,0.0029,-0.022972,0.007623,-1.7e-05,0.002938,123.046875,-154.62330627441406,4181.0712890625,97.93260192871094,573.632568359375,-10.357319831848145,278.1737976074219,39.12367248535156,130.0227813720703,-11.213964462280273,116.27718353271484,24.111309051513672,128.03909301757812,-11.846502304077148,74.17510986328125,24.19123077392578,84.63985443115234,-13.460304260253906,67.52660369873047,20.55318832397461,68.83684539794922,-8.327631950378418,61.93928909301758,5.867451190948486,63.53816223144531,-9.686903953552246,70.77750396728516,3.9443228244781494,44.44338607788086,-8.81982135772705,46.17877197265625,3.3122119903564453,43.149803161621094,-0.2993432283401489,62.86103820800781,7.59432315826416,65.57048797607422,0.6562107801437378,64.61917114257812,0.8080188035964966,70.40515899658203,disco
0.418398,0.079731,0.169954,0.004641,3168.111241,671472.083473,3047.644241,80215.866555,6935.358063,1700916.185078,0.150862,0.005939,0.024711,0.015752,-5e-06,0.011679,135.999178,-40.7292366027832,2002.4283447265625,63.94740295410156,436.7633361816406,4.904890060424805,218.37127685546875,16.340808868408203,247.58648681640625,12.100067138671875,199.71026611328125,9.339080810546875,92.61006164550781,4.540617942810059,90.77668762207031,5.189632892608643,63.84499740600586,-0.5894373655319214,58.58686828613281,-0.06985201686620712,68.63904571533203,2.9546146392822266,51.31819152832031,-1.4821672439575195,40.674560546875,-1.759872555732727,38.339359283447266,-2.266660213470459,31.307777404785156,-6.12546968460083,45.3194465637207,-4.72478723526001,33.45030975341797,-4.742949962615967,31.19355010986328,-5.76399564743042,25.358911514282227,-4.029355049133301,25.142728805541992,-5.362603187561035,24.831554412841797,disco
0.406329,0.081726,0.114499,0.001661,1975.227458,350659.129919,2090.041185,180429.392292,4251.482625,1959343.959367,0.093033,0.001694,0.048582,0.014753,0.000284,0.005022,129.199219,-121.09522247314453,3515.4794921875,116.94249725341797,678.9751586914062,-22.786968231201172,458.7370300292969,45.14893341064453,141.61354064941406,-4.239051342010498,120.06379699707031,30.256324768066406,94.71074676513672,-12.24527359008789,84.94828033447266,21.729875564575195,63.118141174316406,-16.54076385498047,78.4897689819336,16.2332820892334,48.9385871887207,-10.655169486999512,68.30919647216797,7.330419540405273,43.79340362548828,-9.353951454162598,48.83371353149414,5.783406734466553,53.57414627075195,-8.419079780578613,43.79713439941406,2.751753568649292,41.15496063232422,-8.094254493713379,36.75625991821289,0.3694728910923004,43.41249465942383,-3.240158796310425,56.39861297607422,3.5852839946746826,61.40841293334961,disco
0.417273,0.083836,0.180906,0.007337,2577.013955,848521.055824,2387.371045,217646.225379,5419.383896,2702561.652804,0.138246,0.006009,0.020695,0.009375,-5.6e-05,0.020634,123.046875,-63.65033721923828,4320.109375,94.46595764160156,1115.0406494140625,-13.425887107849121,376.15625,32.7712287902832,208.47857666015625,-13.714619636535645,341.2568664550781,26.780269622802734,170.74734497070312,-19.395612716674805,222.5960693359375,24.65254020690918,101.71792602539062,-11.667617797851562,124.35209655761719,13.727572441101074,107.22675323486328,-9.44289493560791,86.69830322265625,8.833795547485352,68.2526626586914,-4.980146884918213,70.18468475341797,9.21489143371582,61.87091064453125,-3.470475912094116,47.77479553222656,1.4862688779830933,50.68621826171875,-8.885651588439941,51.509300231933594,0.2532152533531189,37.95951461791992,-5.452749252319336,45.684654235839844,-1.1330738067626953,54.66033935546875,disco
0.364623,0.083437,0.113128,0.001886,3354.360373,561107.218314,2987.367058,111522.775375,7044.9074,1760646.641324,0.168288,0.005632,0.012313,0.018236,-8e-06,0.005186,123.046875,-77.39574432373047,1783.4814453125,52.15557861328125,472.451904296875,-8.997961044311523,485.1470947265625,12.85235595703125,299.2172546386719,8.56609058380127,166.26918029785156,2.8920130729675293,222.6455078125,8.930743217468262,154.72007751464844,4.0137529373168945,98.4987564086914,-7.34464168548584,90.19661712646484,-2.2605180740356445,92.61504364013672,0.9621685743331909,66.97383880615234,-1.0486537218093872,74.75357818603516,-3.7624762058258057,61.88706970214844,-3.532066583633423,55.851322174072266,-2.4292211532592773,71.12911224365234,-4.880998611450195,105.6193618774414,-1.8485127687454224,99.6851806640625,-4.1706743240356445,111.93582916259766,-1.6632477045059204,67.38536071777344,3.508744478225708,81.66724395751953,disco
0.453975,0.076268,0.191945,0.002114,2848.224521,148736.10993,2490.649615,79271.409721,5506.550036,832002.356016,0.163665,0.001339,0.004,0.010014,-0.001474,0.010423,123.046875,-14.574395179748535,956.68896484375,65.21034240722656,292.5941467285156,-19.872638702392578,338.092529296875,31.508325576782227,228.18795776367188,-4.826448917388916,139.41754150390625,11.862319946289062,84.17442321777344,9.994608879089355,123.62291717529297,5.957391262054443,68.66317749023438,-3.8033692836761475,61.91439437866211,9.377888679504395,72.30096435546875,-4.387916088104248,62.38688659667969,3.339540958404541,62.560890197753906,-4.444170951843262,48.21492385864258,-1.267118215560913,35.151206970214844,-0.8362671732902527,41.69805145263672,-2.2020668983459473,35.41899108886719,-4.7423996925354,38.42499923706055,-2.6242141723632812,45.378353118896484,-7.469330310821533,52.649078369140625,0.2292221635580063,43.70852279663086,disco
0.399046,0.080796,0.110857,0.001276,2690.932759,218650.216609,2480.506001,50991.203845,5776.390071,617638.950629,0.129957,0.001869,0.017154,0.006774,-4.5e-05,0.004256,135.999178,-91.75991821289062,1476.2186279296875,86.31499481201172,263.80572509765625,-17.351943969726562,263.6828918457031,43.1060676574707,114.12638092041016,-18.407480239868164,107.41043090820312,34.05898666381836,63.62367630004883,-18.420602798461914,81.33988952636719,26.83688735961914,57.1164665222168,-13.565130233764648,66.73579406738281,20.21440887451172,68.01690673828125,-14.637163162231445,58.5985107421875,12.66814136505127,53.13981628417969,-12.608888626098633,51.70988082885742,6.200998783111572,43.02935028076172,-10.44986629486084,39.093502044677734,7.36513090133667,36.923641204833984,-8.057862281799316,44.68145751953125,7.115172386169434,52.76454162597656,-2.4590649604797363,52.12521743774414,-0.11617033183574677,46.86200714111328,disco
0.445346,0.078178,0.169576,0.003907,2492.852106,487598.999486,2277.901839,111857.048461,5114.627406,1507525.437997,0.138626,0.003985,0.00945,0.007319,7e-06,0.014059,135.999178,-57.60671615600586,3757.886962890625,96.69189453125,646.5904541015625,-24.422019958496094,496.2198486328125,40.014190673828125,211.57986450195312,-17.260251998901367,161.23655700683594,27.834213256835938,96.48464965820312,-13.297422409057617,138.98764038085938,23.196401596069336,81.80308532714844,-16.528564453125,65.69975280761719,19.427146911621094,71.79351043701172,-15.485601425170898,72.00182342529297,11.825689315795898,72.2060546875,-10.574847221374512,76.21137237548828,8.359430313110352,65.41071319580078,-9.3707914352417,79.98971557617188,6.546208381652832,59.26118850708008,-3.6950631141662598,60.22271728515625,0.3470924198627472,66.34898376464844,-4.408958435058594,62.11357879638672,1.5547027587890625,77.48841094970703,disco
0.418272,0.084866,0.178209,0.001967,3167.808308,701074.250249,2934.99437,99980.625316,6730.517635,1984844.678745,0.151003,0.006587,0.009104,0.008878,-2e-06,0.008401,112.347147,-32.17341232299805,2747.22900390625,60.033607482910156,769.9857177734375,3.3775675296783447,405.5771789550781,18.96906852722168,379.1417541503906,4.3263349533081055,287.0611572265625,0.6811349391937256,182.8619842529297,-2.0263912677764893,166.28480529785156,1.3316941261291504,106.64893341064453,-4.646989345550537,88.65287780761719,3.789341688156128,71.61288452148438,-6.734154224395752,57.03630447387695,-4.892331123352051,38.74633026123047,-2.343729257583618,58.304954528808594,-1.6774992942810059,39.37135314941406,-3.4933829307556152,47.61616897583008,-2.6775057315826416,44.67253875732422,1.0068875551223755,40.08108139038086,4.012039661407471,60.07696533203125,4.702273845672607,56.637420654296875,5.85440731048584,49.87718963623047,disco
0.347331,0.084111,0.122884,0.00201,3653.396938,318522.262905,3234.173423,61937.851803,7835.327621,556121.054612,0.180835,0.003206,-0.005975,0.014418,-9e-06,0.004713,129.199219,-65.79325866699219,1610.2890625,52.83180236816406,193.5745086669922,16.578832626342773,324.5184020996094,12.546979904174805,226.17779541015625,5.6043381690979,135.47653198242188,8.383380889892578,153.35850524902344,-0.6104740500450134,73.55558013916016,-0.6237841248512268,67.78639221191406,-4.082043170928955,71.22835540771484,0.6868590116500854,80.45497131347656,-7.78745698928833,61.87728500366211,-1.8914620876312256,48.63395690917969,-7.249997615814209,71.3283920288086,-5.273299217224121,42.956424713134766,-3.0442163944244385,52.033782958984375,-4.339183807373047,65.63322448730469,-2.543757915496826,61.35791015625,0.7208260297775269,66.76546478271484,-0.3096041977405548,68.08941650390625,2.936621904373169,71.37237548828125,disco
0.316261,0.089127,0.068242,0.001424,2219.323237,326462.099834,2306.993919,135351.759437,4882.520476,1915273.777411,0.096174,0.002157,0.004467,0.024098,-0.001293,0.002222,129.199219,-182.05023193359375,4587.3720703125,103.41655731201172,404.36358642578125,-18.227279663085938,361.3785705566406,31.200912475585938,357.31414794921875,-12.540436744689941,139.91014099121094,18.842092514038086,188.99459838867188,-12.869497299194336,119.6822509765625,19.37890625,104.59648132324219,-17.70433235168457,69.57836151123047,18.500280380249023,94.8239517211914,-14.324433326721191,63.879608154296875,11.54508113861084,72.36145782470703,-11.634119033813477,59.43018341064453,5.595461368560791,55.28421401977539,-8.039427757263184,57.31049728393555,0.27048924565315247,72.01132202148438,-8.09001350402832,48.705257415771484,2.727341651916504,59.08492660522461,-3.288435220718384,66.00325775146484,3.507127046585083,57.30175018310547,disco
0.422219,0.080122,0.122688,0.001558,2417.457577,353120.765045,2431.704296,82567.358089,5384.717439,1413476.810469,0.112627,0.002688,0.000693,0.009538,-5.9e-05,0.005124,123.046875,-91.59772491455078,1844.45361328125,99.46397399902344,424.5318298339844,-8.991621017456055,267.83599853515625,40.18504333496094,204.94390869140625,-18.037635803222656,144.4436492919922,22.567216873168945,122.00372314453125,-21.95627212524414,116.80850982666016,15.782541275024414,94.36524200439453,-25.665390014648438,63.6680908203125,17.664222717285156,57.9556884765625,-13.675539016723633,53.35236740112305,15.63508415222168,72.05965423583984,-15.46916389465332,48.99903106689453,4.521298408508301,44.24707794189453,-10.157356262207031,55.65373992919922,0.46065661311149597,49.11035919189453,-10.151420593261719,40.06896209716797,4.796901702880859,45.1004753112793,-6.883543968200684,47.38723373413086,-0.9924836754798889,41.134681701660156,disco
